p225_011 /media/gabi/gabi_data/VCTK-Corpus/wav16/p225/p225_011.wav
p225_014 /media/gabi/gabi_data/VCTK-Corpus/wav16/p225/p225_014.wav
p225_016 /media/gabi/gabi_data/VCTK-Corpus/wav16/p225/p225_016.wav
p225_018 /media/gabi/gabi_data/VCTK-Corpus/wav16/p225/p225_018.wav
p225_021 /media/gabi/gabi_data/VCTK-Corpus/wav16/p225/p225_021.wav
p225_025 /media/gabi/gabi_data/VCTK-Corpus/wav16/p225/p225_025.wav
p225_027 /media/gabi/gabi_data/VCTK-Corpus/wav16/p225/p225_027.wav
p225_030 /media/gabi/gabi_data/VCTK-Corpus/wav16/p225/p225_030.wav
p225_035 /media/gabi/gabi_data/VCTK-Corpus/wav16/p225/p225_035.wav
p225_057 /media/gabi/gabi_data/VCTK-Corpus/wav16/p225/p225_057.wav
p225_065 /media/gabi/gabi_data/VCTK-Corpus/wav16/p225/p225_065.wav
p225_071 /media/gabi/gabi_data/VCTK-Corpus/wav16/p225/p225_071.wav
p225_082 /media/gabi/gabi_data/VCTK-Corpus/wav16/p225/p225_082.wav
p225_084 /media/gabi/gabi_data/VCTK-Corpus/wav16/p225/p225_084.wav
p225_109 /media/gabi/gabi_data/VCTK-Corpus/wav16/p225/p225_109.wav
p225_116 /media/gabi/gabi_data/VCTK-Corpus/wav16/p225/p225_116.wav
p225_141 /media/gabi/gabi_data/VCTK-Corpus/wav16/p225/p225_141.wav
p225_151 /media/gabi/gabi_data/VCTK-Corpus/wav16/p225/p225_151.wav
p225_157 /media/gabi/gabi_data/VCTK-Corpus/wav16/p225/p225_157.wav
p225_158 /media/gabi/gabi_data/VCTK-Corpus/wav16/p225/p225_158.wav
p225_210 /media/gabi/gabi_data/VCTK-Corpus/wav16/p225/p225_210.wav
p225_212 /media/gabi/gabi_data/VCTK-Corpus/wav16/p225/p225_212.wav
p225_220 /media/gabi/gabi_data/VCTK-Corpus/wav16/p225/p225_220.wav
p225_222 /media/gabi/gabi_data/VCTK-Corpus/wav16/p225/p225_222.wav
p225_235 /media/gabi/gabi_data/VCTK-Corpus/wav16/p225/p225_235.wav
p225_239 /media/gabi/gabi_data/VCTK-Corpus/wav16/p225/p225_239.wav
p225_240 /media/gabi/gabi_data/VCTK-Corpus/wav16/p225/p225_240.wav
p225_241 /media/gabi/gabi_data/VCTK-Corpus/wav16/p225/p225_241.wav
p225_253 /media/gabi/gabi_data/VCTK-Corpus/wav16/p225/p225_253.wav
p225_254 /media/gabi/gabi_data/VCTK-Corpus/wav16/p225/p225_254.wav
p225_258 /media/gabi/gabi_data/VCTK-Corpus/wav16/p225/p225_258.wav
p225_265 /media/gabi/gabi_data/VCTK-Corpus/wav16/p225/p225_265.wav
p225_279 /media/gabi/gabi_data/VCTK-Corpus/wav16/p225/p225_279.wav
p225_286 /media/gabi/gabi_data/VCTK-Corpus/wav16/p225/p225_286.wav
p225_314 /media/gabi/gabi_data/VCTK-Corpus/wav16/p225/p225_314.wav
p225_324 /media/gabi/gabi_data/VCTK-Corpus/wav16/p225/p225_324.wav
p225_325 /media/gabi/gabi_data/VCTK-Corpus/wav16/p225/p225_325.wav
p225_330 /media/gabi/gabi_data/VCTK-Corpus/wav16/p225/p225_330.wav
p225_337 /media/gabi/gabi_data/VCTK-Corpus/wav16/p225/p225_337.wav
p225_350 /media/gabi/gabi_data/VCTK-Corpus/wav16/p225/p225_350.wav
p225_351 /media/gabi/gabi_data/VCTK-Corpus/wav16/p225/p225_351.wav
p225_352 /media/gabi/gabi_data/VCTK-Corpus/wav16/p225/p225_352.wav
p225_354 /media/gabi/gabi_data/VCTK-Corpus/wav16/p225/p225_354.wav
p225_357 /media/gabi/gabi_data/VCTK-Corpus/wav16/p225/p225_357.wav
p225_365 /media/gabi/gabi_data/VCTK-Corpus/wav16/p225/p225_365.wav
p226_005 /media/gabi/gabi_data/VCTK-Corpus/wav16/p226/p226_005.wav
p226_008 /media/gabi/gabi_data/VCTK-Corpus/wav16/p226/p226_008.wav
p226_020 /media/gabi/gabi_data/VCTK-Corpus/wav16/p226/p226_020.wav
p226_021 /media/gabi/gabi_data/VCTK-Corpus/wav16/p226/p226_021.wav
p226_022 /media/gabi/gabi_data/VCTK-Corpus/wav16/p226/p226_022.wav
p226_029 /media/gabi/gabi_data/VCTK-Corpus/wav16/p226/p226_029.wav
