1zcIwhmdeo4/00003 /media/gabi/gabi_data/voxceleb1_5s/dev/id10001/1zcIwhmdeo4/00003.wav
7w0IBEWc9Qw/00005 /media/gabi/gabi_data/voxceleb1_5s/dev/id10001/7w0IBEWc9Qw/00005.wav
7w0IBEWc9Qw/00006 /media/gabi/gabi_data/voxceleb1_5s/dev/id10001/7w0IBEWc9Qw/00006.wav
7w0IBEWc9Qw/00008 /media/gabi/gabi_data/voxceleb1_5s/dev/id10001/7w0IBEWc9Qw/00008.wav
9mQ11vBs1wc/00002 /media/gabi/gabi_data/voxceleb1_5s/dev/id10001/9mQ11vBs1wc/00002.wav
DtdEYdViWdw/00001 /media/gabi/gabi_data/voxceleb1_5s/dev/id10001/DtdEYdViWdw/00001.wav
DtdEYdViWdw/00003 /media/gabi/gabi_data/voxceleb1_5s/dev/id10001/DtdEYdViWdw/00003.wav
J9lHsKG98U8/00006 /media/gabi/gabi_data/voxceleb1_5s/dev/id10001/J9lHsKG98U8/00006.wav
J9lHsKG98U8/00007 /media/gabi/gabi_data/voxceleb1_5s/dev/id10001/J9lHsKG98U8/00007.wav
J9lHsKG98U8/00016 /media/gabi/gabi_data/voxceleb1_5s/dev/id10001/J9lHsKG98U8/00016.wav
J9lHsKG98U8/00017 /media/gabi/gabi_data/voxceleb1_5s/dev/id10001/J9lHsKG98U8/00017.wav
J9lHsKG98U8/00026 /media/gabi/gabi_data/voxceleb1_5s/dev/id10001/J9lHsKG98U8/00026.wav
Y8hIVOBuels/00005 /media/gabi/gabi_data/voxceleb1_5s/dev/id10001/Y8hIVOBuels/00005.wav
Y8hIVOBuels/00007 /media/gabi/gabi_data/voxceleb1_5s/dev/id10001/Y8hIVOBuels/00007.wav
zELwAz2W6hM/00012 /media/gabi/gabi_data/voxceleb1_5s/dev/id10001/zELwAz2W6hM/00012.wav
zELwAz2W6hM/00015 /media/gabi/gabi_data/voxceleb1_5s/dev/id10001/zELwAz2W6hM/00015.wav
6WO410QOeuo/00002 /media/gabi/gabi_data/voxceleb1_5s/dev/id10002/6WO410QOeuo/00002.wav
6WO410QOeuo/00005 /media/gabi/gabi_data/voxceleb1_5s/dev/id10002/6WO410QOeuo/00005.wav
QanuGhOhb9A/00005 /media/gabi/gabi_data/voxceleb1_5s/dev/id10002/QanuGhOhb9A/00005.wav
QanuGhOhb9A/00012 /media/gabi/gabi_data/voxceleb1_5s/dev/id10002/QanuGhOhb9A/00012.wav
QanuGhOhb9A/00013 /media/gabi/gabi_data/voxceleb1_5s/dev/id10002/QanuGhOhb9A/00013.wav
QanuGhOhb9A/00018 /media/gabi/gabi_data/voxceleb1_5s/dev/id10002/QanuGhOhb9A/00018.wav
QanuGhOhb9A/00020 /media/gabi/gabi_data/voxceleb1_5s/dev/id10002/QanuGhOhb9A/00020.wav
QnnjJ9i5WFs/00002 /media/gabi/gabi_data/voxceleb1_5s/dev/id10002/QnnjJ9i5WFs/00002.wav
RLKKsYiCMvc/00002 /media/gabi/gabi_data/voxceleb1_5s/dev/id10002/RLKKsYiCMvc/00002.wav
